Column 1,Id,audit_year,Country,Hospital.Site,Hospital.Beds..HC.,Diabetic.Patients..BA.,Prevalence.of.diabetes,Percentage.White,Percentage.emergency,Percentage.Mangement.of.diabetes,Percentage.other.medical,Percentage.Non.Medical,Percentage.Diabetes.Type.1,Percentage.Diabetes.Type.2...Insulin,Percentage.Diabetes.Type.2...Non.insulin,Percentage.Diabetes.Type.2...Diet.only,Percentage.Diabetes.Type.Other,Nursing.hours,Consultant.hours,Dietician.hours,Podiatrist.hours,Blood.Glucose.monitoring.Days,Appropriate.Days,Good.Diabetes.Days,Visit.by.specialist.diabetes.team,Medication.errors,prescription.errors,management.errors,Insulin.Errors,Admitted.with.foot.disease,Seen.by.the.MDT.within.24.hours,Foot.Risk.Assessment.completed.within.24.hours,Foot.Risk.Assessment.completed.during.the.hospital.stay,X..Severe.Hypo,X..Minor.Hypo,Meals.Suitable,Meals.Timing,Meals.Choice,Staff.Knowledge...Answer.Qs,Staff.Knowledge...Emotional.support,Staff.Knowledge...Work.together,Overall.Satisfaction,Patient.reported.unexpected.high,Patient.reported.unexpected.low,Able.to.take.control.of.diabetes.care,Staff.aware.of.diabetes,some.all.or.most.staff.know.enough.about.diabetes,Percentage.renal.replacement.therapy,Prin1,Prin2,Prin3,Prin4,Prin5,Prin6,Prin7,Prin8,Prin9,Prin10
895,896,2015,England,Hospital,750,85,0.1133,0.8941,0.7952,0.0366,0.7317,0.2317,0.05,0.1875,0.4125,0.1625,0.1875,0.0242,0.0141,0.0118,0.0111,0.064,0.0541,0.0374,0.3293,0.4407,0.2712,0.2373,0.2712,0.0976,0.7,0.1605,0.1852,0.1746,0.2121,0.872,0.5123,0.356,0.8728,0.812,0.4,0.7585,0,0.128,0.6075,0.8865,0.6043,0.0244,-1.876888424,-0.450447348,-0.331145254,-1.046663599,0.7765519218,-0.039831255,1.4479970695,0.1425469751,-0.337828514,-0.38803514
896,897,2015,England,Hospital,315,53,0.1683,0.9811,0.9434,0.0943,0.7736,0.1321,0.0577,0.3654,0.4423,0.1346,0,0.94,0.42,0.23,0.49,0.0683,0.0644,0.0398,0.42,0.4348,0.1304,0.3478,0.2391,0.1154,0.8,0.1538,0.2692,0.1042,0.3269,0.912,0.5566,0.3418,1,1,0.409,0.9442,0.375,0.29,0.548,0.895,0.3977,0,-1.366896841,-0.742702291,1.7933323534,-0.218796832,-0.262530001,-0.380237809,0.5156357226,-0.924583311,0.1262403295,1.444088677
897,898,2015,England,Hospital,575,109,0.1896,0.9633,0.8073,0.1204,0.713,0.1667,0.055,0.2844,0.422,0.2294,0.0092,0.0242,0.62,0.0117,0.6,0.0691,0.0656,0.0423,0.3148,0.4079,0.2368,0.2368,0.2368,0.1193,0.8462,0.2385,0.2661,0.0658,0.1477,0.975,0.5443,0.6586,0.8757,0.84,0.286,0.8481,0.385,0.257,0.7094,0.8523,0.7737,0.0093,-0.154319411,-0.895914733,0.7388299523,1.4424657803,-0.042777039,-0.058242953,0.9941643444,0.5799593077,0.4967874208,0.5294122749
898,899,2015,England,Hospital,21,0,0.137,0.729,0.429,0.035,0.683,0,0.089,0.204,0.421,0.438,0.017,0.21,0.56,0.24,0.01,0.069,0.07,0.0285,0.373,0.933,0.158,0.125,0.054,0.07,0.4,0.045,0.034,0,0.138,0.926,0.486,0.369,0.649,0.9,0.894,0.604,0.636,0.438,0,0.614,0.374,0,-3.319764932,0.0191667224,2.7756150202,-1.220596977,-3.060808422,-2.404335651,-2.074224666,1.0993346684,-1.349463189,0.5745926942
899,901,2016,England,Hospital,852,147,0.173,0.823,0.863,0.192,0.664,0.144,0.106,0.352,0.324,0.197,0.021,0.77,0.52,0.27,0.26,0.067,0.07,0.0285,0.49,0.4,0.333,0.152,0.381,0.177,0.815,0.17,0.395,0.063,0.161,1,0.654,0.587,0.97,0.857,0.651,0.788,0.633,0.438,0.608,0.882,0.703,0.054,-1.144053624,1.8083430584,1.0766433681,1.4985638724,1.1919993852,0.1434127788,0.976306084,0.4364999881,-0.220213905,0.834056226
900,902,2016,England,Hospital,308,53,0.172,0.906,0.887,0.094,0.736,0.17,0.058,0.192,0.442,0.288,0.019,0.53,0.38,0,0.02,0.068,0.07,0.0285,0.472,0.242,0.091,0.152,0.152,0,0.083,0,0.17,0.091,0.18,1,0.632,0.537,0.87,0.857,0.667,0.968,0.633,0.8,0.615,0.79,0.826,0,0.7420502844,2.3966268428,1.2411098412,-0.488591442,-1.745670584,-0.531801464,0.1405214459,-0.676762327,-0.719533074,0.4636602454
901,903,2016,England,Hospital,278,45,0.162,0.956,0.932,0.067,0.8,0.133,0.068,0.25,0.432,0.25,0,0.56,0.22,0.04,0.04,0.07,0.07,0.036,0.273,0.533,0.233,0.367,0.333,0.023,1,0.022,0.533,0.034,0.067,1,0.819,0.562,0.893,0.375,0.667,0.723,0.636,0.412,0.618,0.931,0.71,0,-1.549730495,2.7329266599,0.9564765112,1.2620209648,0.4146117125,-0.144124635,-0.64507959,-0.198371084,1.0427647469,1.3448780284
902,904,2016,England,Site,408,81,0.199,0.802,0.948,0.117,0.753,0.13,0.145,0.263,0.408,0.184,0,0.7,0.17,0,0,0.069,0.0674,0.036,0.299,0.37,0.148,0.259,0.296,0.078,0.667,0,0.558,0.032,0.082,1,0.745,0.667,0.779,0.9,0.667,0.882,1,0.8,0.542,0.828,0.606,0.025,-0.46696202,2.0532245875,0.6302156924,-0.012284763,0.0585699971,0.2268547658,-1.203615,0.5097827056,-0.060488246,0.7592165605
903,905,2016,England,Hospital,305,57,0.187,0.772,0.929,0.036,0.821,0.143,0.018,0.255,0.527,0.164,0.036,0.88,0.26,0,0.04,0.068,0.07,0.0292,0.25,0.289,0.079,0.289,0.211,0.073,0.6,0.057,0.189,0.079,0.196,1,0.682,0.493,0.704,0.857,0.667,0.82,1,0.8,0.639,0.838,0.56,0.018,-0.369773045,2.2193359286,0.7512209981,-1.2746122,-0.851776255,0.1820251951,-0.442443879,-0.214416123,0.1243076183,1.7066618197
904,906,2016,England,Hospital,329,67,0.204,0.97,0.879,0.119,0.776,0.104,0.091,0.212,0.439,0.258,0,0.72,0.15,0.01,0.24,0.068,0.07,0.036,0.373,0.179,0.128,0.128,0.128,0.119,0.6,0.015,0.224,0.034,0.031,1,0.462,0.265,0.903,0,0.667,0.932,0.316,0.8,0.71,0.932,0.571,0,0.3188932632,2.622150796,2.6799379498,-2.538740089,-0.932527963,-0.688986171,1.1969367088,-1.301703191,0.6607637298,0.7640509028
905,907,2016,England,Hospital,661,117,0.177,0.923,0.867,0.079,0.772,0.149,0.028,0.306,0.481,0.176,0.9,0.68,0.05,0.09,0,0.067,0.07,0.036,0.262,0.553,0.34,0.426,0.287,0.079,0.333,0.9,0.9,0.112,0.222,0.926,0.554,0.521,0.776,0.9,0.667,0.814,0.636,0.8,0.457,0.902,0.693,0.036,-2.059407045,0.8473834296,2.1705441956,1.28102393,3.1381742167,0.9885851259,-1.78140965,-0.28473962,-2.532823469,0.2461869087
906,908,2016,England,Hospital,404,58,0.144,0.966,0.931,0.069,0.897,0.034,0.018,0.214,0.375,0.375,0.018,0.65,0.21,0.09,0.03,0.069,0.07,0.028,0.54,0.297,0.135,0.162,0.108,0.069,0.75,0.034,0.207,0.068,0.185,0.926,0.673,0.434,0.958,0.375,0.651,0.889,1,0.412,0.702,0.832,0.641,0,0.3388442421,2.4039830057,1.8660759494,-1.319271734,-0.513959575,-0.572803985,0.5781059445,-0.682557053,1.0962695013,1.0287370477
907,909,2016,England,Hospital,150,26,0.173,1,0.962,0.2,0.8,0,0.12,0.24,0.4,0.2,0.04,0.0115,0.77,0.04,0,0.067,0.07,0.033,0.462,0.524,0.524,0.048,0.429,0.077,0,0.042,0.792,0,0.143,0.926,0.646,0.598,0.895,0,0.651,0.879,0.316,0.438,0.433,0.879,0.704,0,-2.570569998,1.8029761834,1.7824188935,1.6415912911,-0.031594159,-1.74279072,-0.88799904,-1.383396943,-1.281607565,-0.728968556
908,910,2016,England,Hospital,341,60,0.176,0.9,0.867,0.167,0.817,0.017,0.054,0.214,0.518,0.214,0,0.55,0.17,0.03,0,0.068,0.07,0.0285,0.276,0.25,0.159,0.159,0.114,0.085,1,0.017,0.169,0.152,0.224,1,0.62,0.542,0.736,0.375,0.667,0.779,0.636,0.636,0.553,0.824,0.768,0.017,0.4821402534,2.6755607222,1.1297683554,-1.606434452,-0.779768389,-0.656859352,0.1860420251,0.4306221127,0.765325046,1.3218188947
909,911,2016,England,Hospital,92,9,0.098,1,0.111,0.333,0.333,0.333,0.143,0.429,0.286,0,0.143,0.33,0.44,0,0.11,0.059,0.07,0.0292,0.556,0.333,0,0.333,0.167,0.444,0.75,0.111,0.556,0,0,0.926,0.595,0.592,0.649,0,0.667,0.632,1,0.636,0.229,0.632,0.489,0.111,-1.191701873,1.3205022019,2.7245565307,-2.65625972,0.236947105,-4.049749346,-0.867439343,1.0493278986,0.365404335,0.2357398812
910,912,2016,England,Hospital,634,128,0.202,0.953,0.825,0.063,0.688,0.25,0.079,0.246,0.413,0.238,0.024,0.28,0.08,0,0.02,0.068,0.07,0.033,0.22,0.356,0.178,0.256,0.211,0.04,0.5,0,0.024,0.131,0.164,1,0.702,0.681,0.812,0,0.651,0.81,1,0.8,0.64,0.836,0.699,0.016,-0.92199563,3.1182971924,0.3676065264,-0.922522165,-1.144061179,-0.260852293,0.1393026518,0.8178146646,0.9003513398,0.1032544207
911,913,2016,England,Site,568,105,0.185,0.648,0.876,0.114,0.667,0.219,0.039,0.333,0.392,0.196,0.039,0.0161,0.11,0.04,0.08,0.067,0.07,0.028,0.413,0.364,0.26,0.169,0.195,0.122,1,0.095,0.463,0.047,0.168,0.926,0.615,0.398,0.863,0.375,0.667,0.922,0.316,0.8,0.618,0.929,0.709,0.019,-0.51319612,1.9517639369,1.8569963838,-0.496429081,0.6751227509,-0.56474369,1.0595942877,-0.002655335,0.8583896198,0.2302483123
912,914,2016,England,Hospital,524,65,0.124,0.969,0.889,0.077,0.646,0.277,0.081,0.306,0.371,0.226,0.016,0.92,0.92,0.12,0.06,0.067,0.07,0.028,0.268,0.429,0.343,0.143,0.229,0.109,0,0.049,0.721,0.058,0.107,1,0.746,0.651,0.897,0.9,0.667,0.876,1,0.412,0.68,0.858,0.665,0.046,-0.744959223,2.1545979647,0.5819293328,1.3161432529,-0.046059685,0.3358584443,-0.25431158,-0.341094042,-2.370194075,1.5829820553
913,915,2016,England,Site,693,115,0.166,0.904,0.781,0.061,0.711,0.228,0.037,0.29,0.477,0.159,0.037,0.9,0.06,0,0.42,0.068,0.07,0.0285,0.387,0.364,0.25,0.136,0.25,0.087,0.154,0.304,0.464,0.09,0.266,1,0.679,0.572,0.823,0.857,0.894,0.776,0.316,0.8,0.608,0.924,0.635,0.035,-0.217810603,2.8584201682,1.3230383567,0.3164880906,0.6928963489,0.2557242679,-0.299786395,-0.42659842,-1.075880171,-0.435674262
914,916,2016,England,Hospital,449,60,0.134,0.85,0.915,0.085,0.881,0.034,0.035,0.263,0.526,0.158,0.018,0.63,0.17,0,0.07,0.065,0.07,0.0285,0.241,0.368,0.132,0.316,0.211,0.053,0.333,0.018,0.088,0.034,0.2,1,0.758,0.632,0.833,0.375,0.667,0.795,1,0.8,0.505,0.921,0.779,0,-0.734440292,3.228246005,0.1016014102,-0.370753864,-1.13391177,-0.749431345,0.1725565207,-0.223437819,-0.419807532,0.4928875234
915,917,2016,England,Hospital,54,6,0.111,1,0.833,0,0.833,0.167,0,0,0.667,0.333,0,0.58,0,0.08,0,0.058,0.07,0.0292,0.5,0,0,0,0,0.2,0.857,0.5,0.5,0,0,0.926,1,1,1,0,0.667,1,0.636,0.8,1,1,1,0.167,5.5920684808,4.1207681907,-0.147783959,-0.424269766,1.9637437922,-1.335139396,1.4757132832,-1.086962028,1.3225801915,-0.083426638
916,918,2016,England,Hospital,83,23,0.277,0.435,0.913,0.043,0.826,0.13,0,0.318,0.455,0.227,0,0.65,0,0,0,0.07,0.07,0.0285,0.522,0,0,0,0,0.05,0,0,0.75,0.048,0.043,1,0.369,0,1,0.9,0.667,1,0.316,0.8,0,1,0,0,0.8474048574,1.0190618488,5.6101558193,-5.115731844,-2.059868128,-1.560924318,-0.520398817,-1.534472444,-3.033375389,-0.860349075
917,919,2016,England,Hospital,287,37,0.129,0.568,0.829,0.056,0.639,0.306,0.028,0.361,0.472,0.111,0.028,0.0378,0,0,0.08,0.067,0.0674,0.0285,0.432,0.385,0.231,0.231,0.269,0.054,1,0.081,0.27,0.095,0.324,1,0.613,0.547,0.922,0,0.667,0.94,0.316,0.438,0.696,0.69,0.769,0.027,-1.214193391,2.6649497239,1.5013068776,-0.449707575,0.2333953898,-1.877778217,-0.04351029,0.6509204963,2.3172009817,0.384052769
918,920,2016,England,Hospital,310,68,0.219,0.956,0.868,0.156,0.703,0.141,0.094,0.391,0.359,0.156,0,0.37,0.22,0,0,0.067,0.07,0.0285,0.254,0.531,0.49,0.204,0.408,0.147,0.444,0,0.167,0.093,0.217,0.926,0.611,0.625,0.908,0,0.894,0.865,0.636,0.8,0.691,0.923,0.599,0.029,-3.325214219,3.59960247,0.3847199751,0.6679575374,-0.293437225,-0.433347018,-0.039542642,-1.004991369,0.7790560156,0.1135035602
919,921,2016,England,Hospital,457,86,0.188,0.965,0.965,0.035,0.826,0.14,0.061,0.293,0.268,0.378,0,0.86,0.06,0.06,0.05,0.067,0.07,0.036,0.262,0.622,0.333,0.422,0.444,0.07,0.25,0.048,0.119,0.018,0.254,1,0.661,0.517,0.851,0.375,0.651,0.805,1,0.8,0.503,0.659,0.522,0,-4.613029443,2.2949168725,0.6332648255,0.0959235229,-0.611044124,-0.358390157,-1.969558796,0.4697368853,0.2591315591,0.4682629847
920,922,2016,England,Hospital,144,30,0.208,0.867,0.867,0.167,0.8,0.033,0.133,0.233,0.233,0.4,0,0.4,0,0,0.37,0.059,0.07,0.0292,0.259,0.5,0.25,0.313,0.313,0.133,0,0,0.172,0.056,0.111,1,0.445,0.572,0.558,0,0.894,0.8,1,0.8,0.37,0.616,0.48,0,-3.7511993,2.3942397705,1.2280869402,-1.952429805,-1.309347888,-3.336440824,-1.822224293,0.3246312757,0.1506545197,-0.645882601
921,923,2016,England,Hospital,203,34,0.167,0.735,0.484,0,0.636,0.364,0.188,0.344,0.313,0.125,0.031,0.011,0,0,0.0118,0.069,0.07,0.033,0.344,0.37,0.148,0.296,0.333,0.125,0.5,0.074,0.259,0.094,0.182,1,0.697,0.766,0.939,0,0.667,0.902,0.316,0.412,0.694,1,0.829,0.294,-0.835895606,3.9504172701,1.0743030877,0.7191658447,0.0913061972,-0.023963306,1.6480836054,-0.091858664,1.4577784986,-1.673234057
922,924,2016,England,Hospital,229,58,0.253,0.517,1,0.018,0.946,0.036,0,0.333,0.421,0.246,0,0.52,0.28,0,0.05,0.068,0.07,0.028,0.224,0.436,0.205,0.282,0.231,0.017,0,0.018,0.161,0.063,0.157,1,0.482,0.392,0.727,0.9,0.894,0.888,0.316,0.8,0.521,0.807,0.559,0.017,-2.17460007,2.317374144,1.5071988579,-0.768567102,-1.90122636,-0.317106394,-0.595080317,-0.541373786,-1.156682084,0.6565263087
923,925,2016,England,Site,562,78,0.139,0.949,0.805,0.09,0.603,0.308,0.027,0.301,0.479,0.192,0,0.03,0,0,0,0.07,0.07,0.036,0.472,0.328,0.115,0.23,0.164,0.091,1,0,0.513,0.063,0.13,1,0.623,0.507,0.762,0.375,0.667,0.879,0.636,0.8,0.601,0.827,0.698,0,0.2210753358,2.1124697328,2.171209666,-0.97800773,0.1434130643,-0.452508344,-0.109855142,0.8062161291,1.3970124427,0.0688217722
924,926,2016,England,Hospital,356,58,0.163,0.966,0.981,0.054,0.625,0.321,0.037,0.204,0.593,0.167,0,0.84,0.14,0,0.06,0.067,0.07,0.028,0.421,0.108,0,0.108,0.054,0.018,0,0,0.386,0.055,0.091,1,0.681,0.51,0.961,0,0.667,0.81,0.316,0.8,0.595,0.927,0.602,0,1.5528712867,3.6836931445,2.0968956648,-2.634818023,-1.304805792,-1.207744476,0.4073892942,-1.2811863,-0.663069486,0.144495711
925,927,2016,England,Hospital,190,77,0.405,0.948,0.882,0.08,0.64,0.28,0.091,0.286,0.403,0.221,0,0.51,0.31,0.05,0.01,0.067,0.07,0.036,0.361,0.439,0.281,0.316,0.351,0.091,0.714,0.143,0.831,0.138,0.284,1,0.774,0.796,0.733,0,0.667,0.895,1,0.8,0.651,0.804,0.655,0.013,-1.279010462,2.6760034923,1.0484936343,0.7459883732,1.2939763003,-1.177339748,-1.922461281,-0.110360548,0.9709938622,0.7544082625
926,928,2016,England,Hospital,153,24,0.157,1,0.833,0.042,0.875,0.083,0,0.208,0.417,0.333,0.042,1,0.0188,0.21,0,0.065,0.07,0.0292,0.636,0.231,0.077,0.154,0.154,0.083,0,0.042,0.125,0.25,0.182,0.926,0.402,0.402,1,0.9,0.667,0.86,0.316,0.636,0.212,0.923,0.593,0,-0.112486353,1.8721709467,2.6182125859,-2.046258773,-1.7842503,-1.277691601,0.203259678,-2.175252111,-1.805763475,-0.596827499
927,929,2016,England,Hospital,370,90,0.243,0.533,0.978,0.114,0.864,0.023,0.038,0.291,0.494,0.165,0.013,0.22,0.09,0.22,0.04,0.069,0.07,0.0285,0.239,0.557,0.4,0.314,0.229,0.08,0.75,0.011,0.138,0.056,0.122,1,0.796,0.77,0.677,0.375,0.667,0.912,0.636,0.8,0.539,0.905,0.562,0.033,-2.196747761,2.3334341956,-0.339004345,0.6278752201,-0.671112803,-0.286153231,-0.914607031,0.5346064233,1.1509941658,-0.056305145
928,930,2016,England,Hospital,349,45,0.129,1,0.977,0.07,0.698,0.233,0.05,0.25,0.3,0.4,0,0.44,0.04,0,0,0.067,0.07,0.0285,0.282,0.68,0.56,0.56,0.52,0.178,0.25,0.024,0.333,0.088,0.108,1,0.544,0.494,0.949,0.9,0.667,0.819,1,0.438,0.581,0.894,0.72,0.023,-5.614521847,2.5404846983,0.2392063957,2.6174644369,0.3546589899,0.4022529458,-0.773113405,-1.123153347,-0.365722764,0.0045194109
929,931,2016,England,Hospital,392,60,0.153,0.95,0.883,0.017,0.7,0.283,0.037,0.315,0.444,0.204,0,0.87,0.2,0.02,0.13,0.069,0.0674,0.036,0.236,0.45,0.3,0.25,0.325,0.067,0,0,0.091,0.145,0.362,0.926,0.563,0.32,0.779,0,0.894,0.731,1,0.8,0.579,0.816,0.512,0.05,-3.246643248,2.9601247599,1.5300940497,-1.382549924,-1.277475599,-0.246469452,-0.230681302,-0.832235825,-0.238324354,0.1754847524
930,932,2016,England,Hospital,289,34,0.118,0.912,0.938,0.29,0.71,0,0.067,0.367,0.333,0.233,0,0.0235,0.0147,0,0.12,0.067,0.07,0.0285,0.862,0.333,0.238,0.19,0.286,0.125,1,0.156,0.844,0,0.138,1,0.635,0.766,0.883,0,0.667,0.881,0.633,0.636,0.505,0.915,0.709,0,0.1610126082,2.7867620339,2.6192962333,0.3483413878,2.0642434661,-2.590863314,-0.606969565,-0.834600432,1.7882552121,-1.292105253
931,933,2016,England,Hospital,856,123,0.144,0.976,0.836,0.116,0.645,0.24,0.095,0.241,0.457,0.147,0.06,0.0117,0,0,0.21,0.069,0.0674,0.0285,0.328,0.345,0.238,0.202,0.226,0.076,0.727,0.41,0.598,0.059,0.165,0.926,0.532,0.525,0.766,0.375,0.651,0.784,0.636,0.438,0.579,0.877,0.556,0.024,-0.90126623,1.2291012256,2.100822822,-0.889982629,1.5979586304,-0.130363017,0.112316014,0.7908593492,0.1708008968,-0.341653825
932,934,2016,England,Hospital,240,34,0.142,0.735,0.912,0.029,0.941,0.029,0.088,0.324,0.441,0.088,0.059,0.011,0.29,0,0.59,0.067,0.07,0.0292,0.273,0.286,0.179,0.214,0.25,0.029,0,0,0.059,0.125,0.133,1,0.671,0.739,0.735,0,0.894,0.825,0.633,0.636,0.604,0.931,0.657,0.029,-0.552761075,3.0285749385,0.870366014,0.0754240411,-2.077928227,-1.999563574,0.4869060838,-0.494307143,0.6992494069,-1.07282399
933,935,2016,England,Hospital,320,53,0.166,0.962,0.962,0.058,0.673,0.269,0.058,0.288,0.481,0.173,0,0.52,0.19,0,0,0.069,0.07,0.036,0.294,0.359,0.282,0.103,0.205,0.039,1,0.02,0.098,0.051,0.18,1,0.658,0.526,0.951,0,0.667,0.858,0.636,0.636,0.693,0.881,0.707,0,-0.268166044,3.0474211676,1.076458875,-0.717334675,-0.682804031,-0.365276507,0.3526058504,-0.166621098,1.3580812786,1.019245106
934,936,2016,England,Hospital,560,119,0.213,0.924,0.797,0.11,0.602,0.288,0.052,0.216,0.448,0.267,0.017,0.87,0.27,0,0,0.067,0.07,0.033,0.297,0.391,0.322,0.138,0.138,0.068,0,0.154,0.769,0.101,0.142,1,0.564,0.448,0.775,0.375,0.667,0.894,0.636,0.8,0.592,0.901,0.717,0.9,-1.786349279,3.9857116422,2.7812411741,-1.345270108,2.4340675397,2.3370516089,3.853231443,1.9939259213,-1.953478091,-3.475517766
935,937,2016,England,Hospital,276,54,0.196,1,0.907,0.037,0.907,0.056,0.094,0.226,0.377,0.264,0.038,0.28,0.03,0,0,0.069,0.07,0.036,0.458,0.27,0.135,0.162,0.081,0.082,0.75,0.041,0.224,0.093,0.186,1,0.821,0.451,0.8,0.857,0.651,0.941,1,0.636,0.797,0.85,0.634,0.038,1.4175540022,1.9555964816,0.9632006149,-0.790349505,-0.781730536,0.3302064919,-0.041335545,-0.032570609,1.2246479793,0.1731110458
936,938,2016,England,Hospital,269,61,0.227,0.328,1,0.133,0.717,0.15,0.089,0.268,0.464,0.179,0,0.57,0.41,0.13,0.03,0.07,0.07,0.033,0.564,0.429,0.257,0.286,0.143,0.034,0.5,0.102,0.847,0.111,0.115,1,0.56,0.571,0.827,0.9,0.667,0.836,1,0.636,0.698,0.871,0.834,0.016,0.0679302802,1.8922290308,2.132115577,1.2003271459,0.7370613272,-0.044543681,-0.471734819,-1.194167323,-0.469926655,0.8272477377
937,939,2016,England,Hospital,618,99,0.16,0.808,0.926,0.081,0.697,0.222,0.041,0.296,0.48,0.184,0,0.32,0.05,0,0.02,0.063,0.07,0.028,0.184,0.367,0.241,0.177,0.19,0.052,0.8,0.011,0.479,0.082,0.15,1,0.411,0.369,0.744,0,0.667,0.725,1,0.438,0.431,0.817,0.6,1,-3.140034626,3.8625758211,3.1918078933,-3.177536504,2.3615664054,0.9592656603,5.2115244117,4.1409826867,-0.021172953,-3.547227163
938,940,2016,England,Hospital,329,56,0.17,0.946,0.857,0.161,0.821,0.018,0.056,0.241,0.481,0.222,0,0.67,0.14,0,0.07,0.067,0.0674,0.0292,0.345,0.226,0.065,0.194,0.161,0.145,0.5,0,0.145,0.058,0.17,1,0.43,0.553,0.79,0.375,0.667,0.808,0.633,0.8,0.633,0.941,0.389,0.054,-0.265964427,2.4804049224,1.4713134533,-2.767457642,-0.947640403,-0.530622618,0.7002524953,-0.837978336,0.3574189051,0.4700922238
939,941,2016,England,Hospital,232,47,0.203,0.872,0.872,0.109,0.783,0.109,0.021,0.213,0.468,0.298,0,0.01,0.13,0.01,0.01,0.065,0.0674,0.0285,0.255,0.207,0.138,0.069,0.103,0.021,0,0,0.085,0.071,0.1,1,0.454,0.542,0.792,0.857,0.651,0.844,1,0.8,0.342,0.818,0.726,0,0.4146262357,1.5157803939,1.1163793408,-1.773659385,-2.659374974,-1.282581607,0.1084610506,0.0255592668,-1.672437659,-0.696100723
940,942,2016,England,Hospital,195,44,0.226,0.727,0.886,0.091,0.841,0.068,0.095,0.286,0.405,0.214,0,0.4,0.15,0,0.27,0.069,0.0674,0.0285,0.302,0.323,0.065,0.29,0.226,0.068,0.75,0.186,0.744,0.128,0.317,0.926,0.679,0.651,0.57,0,0.894,0.767,1,0.412,0.592,0.793,0.579,0,-0.312737545,2.5022482466,2.0496484716,-1.157171589,0.6868933082,-1.862412546,-1.372973648,0.021706938,1.3587071841,0.944268913
941,943,2016,England,Hospital,141,28,0.199,0.964,0.714,0.107,0.714,0.179,0,0.214,0.536,0.25,0,0.86,0.0121,0.14,0,0.07,0.07,0.036,0.37,0.111,0.056,0.111,0.056,0.148,0,0.036,0.214,0.038,0.25,1,0.759,0.677,0.906,0,0.651,0.876,0.636,0.438,0.557,0.748,0.628,0,1.61142605,3.1754829664,1.6586392609,-2.234942073,-2.247532616,-1.010229961,-1.298579141,-0.397789228,0.1046854764,-0.059016859
942,944,2016,England,Hospital,683,116,0.17,0.879,0.767,0.122,0.713,0.165,0.127,0.264,0.418,0.182,0.9,0.32,0.04,0.06,0.13,0.065,0.07,0.0285,0.304,0.35,0.3,0.075,0.238,0.122,0.727,0.209,0.645,0.071,0.132,0.926,0.473,0.506,0.788,0.857,0.894,0.594,1,0.438,0.547,0.921,0.628,0.017,-0.412786589,1.9454679748,1.7651600642,-0.476433891,1.1345809662,0.0337001045,0.2687735936,0.1848654015,-0.746291787,0.0867799467
943,945,2016,England,Site,497,104,0.209,0.712,0.961,0.039,0.873,0.088,0.021,0.229,0.604,0.135,1,0.58,0.38,0.04,0.15,0.069,0.07,0.033,0.162,0.333,0.128,0.269,0.179,0.06,1,0.021,0.379,0.082,0.136,1,0.685,0.552,0.807,0,0.667,0.777,0.316,0.8,0.467,0.794,0.482,0,-0.94409178,2.2196482245,1.844020918,-1.642477748,-0.598688869,-1.151167063,-0.47961721,1.3994840223,0.7067445163,1.7982815407
944,946,2016,England,Hospital,243,37,0.152,0.973,0.946,0.032,0.839,0.129,0.108,0.243,0.378,0.243,0.027,1,0.11,0,0,0.066,0.07,0.0292,0.306,0.222,0.111,0.148,0.185,0.054,0,0,0.027,0,0.172,1,0.637,0.371,0.729,0.9,0.667,1,0.636,0.8,0.467,0.93,0.541,0,-0.117844392,2.4579888649,0.7814300166,-2.204211297,-1.992781133,0.0175077146,-0.232679398,-1.418859434,-1.447850297,0.2967659138
945,947,2016,England,Hospital,251,48,0.191,0.938,1,0.104,0.792,0.104,0.111,0.2,0.444,0.244,0,0.56,0.08,0.54,0,0.068,0.07,0.028,0.362,0.444,0.148,0.296,0.296,0.021,0,0.042,0.063,0.286,0.233,1,0.732,0.655,0.952,0.9,0.667,0.925,0.316,0.636,0.606,0.866,0.709,0.021,-1.096972465,2.2559753836,0.3237645076,1.2486940412,-1.831875006,-0.076556837,-0.178072979,-0.782882463,-0.09797194,0.0834879708
946,948,2016,England,Hospital,393,81,0.206,0.679,0.852,0,0.975,0.025,0.064,0.359,0.372,0.192,0.013,0.46,0,0,0.05,0.067,0.07,0.0285,0.238,0.596,0.333,0.386,0.404,0.037,0,0.113,0.825,0.042,0.195,1,0.513,0.4,0.871,0.857,0.894,0.845,0.633,0.412,0.611,0.894,0.606,0,-3.532646131,2.8096121066,1.7935199881,1.1598394649,0.7277410699,0.1056971226,-1.119223328,-1.055823531,-1.320398548,0.150130198
947,949,2016,England,Hospital,535,79,0.148,0.962,0.859,0.038,0.692,0.269,0.038,0.308,0.462,0.179,0.013,0.38,0.13,0.07,0.16,0.067,0.07,0.036,0.122,0.509,0.439,0.263,0.281,0.052,0,0.039,0.053,0.082,0.2,1,0.562,0.421,0.892,0,0.894,0.789,1,0.438,0.617,0.78,0.456,0.038,-3.715691719,2.8705424007,1.2367592992,-0.587563458,-1.520078888,-0.400358738,-0.389020546,0.4348543967,-0.253216541,-0.303604741
